category,sequestration_rate,pollution_level,carbon_capture,air_quality_index,plant_type,plant_age,measurement_date,ambient_temperature,soil_moisture,light_intensity
Coniferous,73.97102671023458,87.3104272405617,211,376.9463934500236,Megan Cummings,6,2025-05-02T03:33:25.709Z,-20.200452324934304,9.919868527911603,844.8842996135354
Grassland,91.6017318686936,445.13898213603534,60,126.24717578431591,Stuart Reilly,40,2025-03-23T02:36:08.805Z,-14.338025473989546,30.925775430398062,690.1224449302536
Deciduous,27.582456746604294,179.77941089496017,675,169.5935945319943,Clyde McKenzie,55,2025-01-29T00:32:03.919Z,-25.456746201962233,6.481203497387469,516.7522941955831
Coniferous,77.37340375781059,245.28500458458439,653,443.32845635106787,Timothy Ratke,84,2025-02-17T20:39:39.643Z,25.829635909758508,23.301835575373843,705.6009573768824
Grassland,49.20059302379377,377.56795037537813,83,310.3156872377731,Terri Volkman,38,2024-11-29T03:04:08.126Z,-29.573997855186462,53.581856010248885,175.79359887656756
Deciduous,36.736373198684305,299.93662349157967,8,255.61151596927084,Terrence Cronin II,32,2025-10-02T14:09:28.140Z,11.243467009626329,17.302178061334416,851.0421713376418
Coniferous,20.033108877018094,375.36434343853034,873,261.9651552173309,Cecelia Schneider,96,2025-09-19T19:42:17.465Z,-41.20520134456456,83.5999044305645,303.5777936934028
Grassland,32.3920104324352,120.13068417087197,757,33.48592728911899,Lois Douglas,17,2025-08-04T14:27:09.274Z,-6.336055276915431,6.950612171785906,58.92227101442404
Deciduous,57.58631581184454,145.65447094547562,850,462.8407006668858,Theresa Keebler,54,2024-11-09T06:15:32.010Z,-23.35040345788002,48.77632657252252,300.84617079235613
Coniferous,23.415452782064676,337.9669297162909,730,216.79601489240304,Cameron Kautzer,12,2025-05-21T17:18:53.302Z,32.88989409338683,82.69649636675604,376.3490411718376
Grassland,59.89425501553342,227.53241926780902,264,456.22536663128994,Mrs. Myra Collier,1,2025-04-10T08:14:48.922Z,36.45410528406501,79.56746401940472,657.8720931592397
Deciduous,85.72877775528468,417.2883599300403,24,129.6039291494526,Alonzo Wolff,28,2025-02-22T06:48:03.877Z,-29.31770416907966,82.25377078121528,85.49707332951948
Coniferous,97.34787376131862,112.76963107287884,842,179.15027794172056,Betty Frami DVM,40,2024-11-28T18:12:17.211Z,-7.649264368228614,91.2465774633456,32.22740240604617
Grassland,52.74437481886707,394.4570032849442,419,78.30377974407747,Desiree Denesik,83,2024-12-29T07:13:40.050Z,-4.281044332310557,67.96951249986887,716.8103379302192
Deciduous,59.62179927062243,442.4376080459915,377,465.8058473521378,Bernard Batz,27,2025-07-31T16:30:58.927Z,43.33787919022143,92.12991458224133,273.73296920233406
Coniferous,36.89714074181393,133.87715602992103,967,470.5337264118716,Dr. Kelly Gusikowski,77,2025-05-17T04:26:46.392Z,34.87045392394066,86.68937831255607,219.79793874407187
Grassland,43.591350549133494,172.41598581522703,654,209.3040709483903,Gerard Wilkinson,34,2025-09-07T16:00:45.786Z,-8.109506010077894,82.80398364039138,600.6607836438343
Deciduous,69.80539250583388,337.87207856285386,98,328.91719094710425,Albert Wyman Sr.,24,2025-03-07T11:19:46.359Z,28.632052382454276,6.542783487588167,442.9991576115135
Coniferous,83.66786716878414,451.9616555615794,376,239.36487660114653,Debbie Shields,59,2025-05-17T20:08:04.007Z,17.662596865557134,13.809559671441093,770.5738807662856
Grassland,28.165810701670125,361.4903790713288,324,269.9465776232537,Janet Monahan,98,2025-01-01T22:26:24.369Z,-24.618578259833157,25.674170839367434,487.1448569390923
Deciduous,10.908204163657501,176.8715005845297,87,162.93024436407723,Gerardo Kozey,24,2024-12-04T17:45:36.093Z,1.3432862237095833,81.94609105214477,52.84832918737084
Coniferous,22.77385383681394,305.2315736061428,355,122.79159050504677,Merle Bartoletti,40,2025-05-30T22:27:41.018Z,5.3806450217962265,53.57498307595961,906.9004761218093
Grassland,33.919815628323704,372.9153296861332,306,163.89062312664464,Sandra Schumm,80,2025-06-25T00:21:37.799Z,-9.372879564762115,96.36004050541669,59.56690794485621
Deciduous,81.30568055389449,69.71742391982116,842,138.46774375019595,Ms. Sonia Kirlin-Tillman PhD,61,2025-07-07T02:15:29.520Z,7.506300834938884,92.44802156859078,47.40846760640852
Coniferous,32.18223339016549,251.00954643124714,755,45.075157390441746,Darren Connelly,72,2025-01-18T10:40:50.357Z,20.46691228169948,80.72441527270712,544.2902680051047
Grassland,28.910085138166323,102.12599969469011,859,151.93952581007034,Alex Hintz,78,2024-12-24T17:28:09.139Z,6.209478992968798,6.370019104564562,192.90552225452848
Deciduous,75.63476565759629,432.65969411912374,145,307.82609059265815,Ellis Mohr,57,2025-02-22T16:41:58.652Z,17.664208239875734,73.4771685837768,943.1875894537661
Coniferous,90.14503970951773,113.22910029441118,234,336.21191034885123,Stacey Larkin,45,2025-10-08T18:39:53.345Z,-39.52037065755576,46.827819229103625,289.4094721637666
Grassland,82.96837066952139,118.84891291987151,247,279.56026422954164,Richard Schultz,93,2025-06-21T18:54:51.401Z,39.98523342888802,63.60937583632767,463.8884315593168
Deciduous,29.142623364226893,210.8505766694434,237,254.15785748604685,Dianne Bednar-Schmitt,100,2024-11-07T02:52:27.627Z,-13.989301538094878,99.9702551024966,117.36206518486142
Coniferous,20.535258011193946,138.33557175984606,163,480.68543798546307,Janie Schoen,29,2025-08-12T20:35:11.371Z,10.976182320155203,88.20286740013398,464.4431101225782
Grassland,15.949749808060005,161.03572677075863,915,15.157339853234589,Luis Bayer,76,2025-02-16T22:20:27.743Z,35.25732848793268,25.47333777183667,581.6849002430681
Deciduous,30.816267596324906,452.6661730594933,274,399.23432717309333,Adrienne McCullough,59,2025-07-20T02:23:32.690Z,-1.6751372022554278,13.775711048627272,736.242881082464
Coniferous,96.2384116598405,108.71600466920063,247,412.0143370705191,Jessica Pollich Jr.,60,2025-06-29T09:59:04.538Z,27.011374500580132,45.11217606510036,913.8059555955697
Grassland,97.78598586563021,66.39284229977056,31,249.30716063687578,Philip Farrell,67,2025-08-02T03:58:16.022Z,-36.2708349712193,74.61214054026641,314.5376816915814
Deciduous,68.201229353901,331.1606222211849,139,79.80743050761521,Gina Sauer,61,2025-06-20T00:01:22.412Z,16.796660469844937,90.65215946524404,744.5925531666726
Coniferous,51.3193105077371,74.43359933630563,566,164.37150768586434,Jason Jacobs DDS,32,2024-12-08T23:55:18.219Z,22.311534266918898,38.33781757554971,577.4838292610366
Grassland,97.10753448330797,40.435556227341294,543,487.71953531261533,Angie Lebsack-Braun,38,2025-07-03T14:18:39.099Z,-32.172551029361784,26.092611620668322,375.49535463098437
Deciduous,82.80736402631737,259.81051966524683,477,107.93751180404797,Vera Mitchell,1,2024-12-10T00:14:49.134Z,27.096596779301763,39.67466158885509,831.9255416046362
Coniferous,32.02749537327327,355.02941276156344,340,35.83673256263137,Darren Parker,100,2025-06-21T21:53:14.992Z,-26.312634581699967,35.829747253097594,357.76489040162414
Grassland,44.11679646233097,64.53291618428193,938,271.78679895587265,Adrienne Hoeger,26,2025-10-13T08:08:47.219Z,13.601347897201777,84.96268295333721,319.89871238474734
Deciduous,47.14326437446289,485.3689611260779,362,94.51600458030589,Lucia Ullrich,11,2025-06-15T13:19:17.516Z,25.714386673644185,97.69132616231218,740.2907833808567
Coniferous,20.191379664931446,400.89199862536043,212,16.44536427827552,Kristy Carroll,40,2025-09-12T18:04:29.474Z,-6.557572656311095,58.356285749934614,963.7509810726624
Grassland,20.66156911989674,81.07863089465536,979,490.45324298995547,Marvin Mertz,94,2025-09-11T11:02:48.908Z,-42.63249149080366,41.83937341696583,756.1144642366562
Deciduous,10.856988042593002,109.17995400377549,779,183.8800252159126,Hector Schiller,42,2025-06-14T22:10:04.112Z,47.80835728161037,84.2639923132956,912.8793135876767
Coniferous,90.82326697441749,181.22262213239446,290,223.81555583141744,Santos Ruecker,10,2024-12-28T00:12:09.361Z,-20.75048580300063,12.010035900166258,859.3759862985462
Grassland,5.264834250556305,192.18423952837475,4,230.44620945793577,Genevieve Torphy DVM,55,2025-08-24T12:39:10.651Z,12.543481565080583,98.30726733920164,472.20061469101347
Deciduous,93.0806447758805,413.5081671604421,531,437.4192754304968,Candace Strosin,28,2025-09-01T06:38:36.530Z,15.906037576496601,68.77992524858564,261.38989574369043
Coniferous,71.36503528384492,247.89771981560625,145,77.46681118546985,James Bode,92,2025-01-11T14:54:20.792Z,35.49118193332106,37.683159520383924,562.838300986914
Grassland,50.06032013404183,39.35268765850924,286,187.31949226581492,Jody Jakubowski,7,2025-08-17T14:12:00.335Z,10.048261587508023,64.66608715523034,79.36178220110014
Deciduous,11.362338969483972,406.1588165438734,409,29.91920172260143,Julio Hayes,38,2025-07-08T23:51:27.019Z,40.44876091647893,38.27363857929595,968.3441366057377
Coniferous,96.42282104399055,440.4675146716181,919,253.56638624914922,Myron Schmitt,94,2025-09-08T10:56:34.623Z,42.23301555030048,61.13711158558726,918.0043403054588
Grassland,70.53851228882559,122.7640806986019,154,229.43788845511153,Jeffrey Powlowski,47,2025-09-27T03:32:29.922Z,48.607337032444775,44.160567357903346,24.24133117729798
Deciduous,21.42498562298715,181.00412864238024,338,361.2041643175762,Saul Schimmel,45,2025-04-11T19:41:02.203Z,44.25946327392012,23.713662230409682,508.4600735385902
Coniferous,74.92092149425298,26.169711454305798,562,164.6777855292894,Nelson Emmerich,33,2025-03-09T17:08:05.333Z,28.71595995966345,88.51103646261618,770.1181237269193
Grassland,22.050119002582505,212.11408775066957,984,369.0796417687088,Ann Heaney,9,2025-05-30T01:53:54.922Z,-27.83989585004747,30.892763369716704,333.8950929590501
Deciduous,74.97733666468412,215.34525039885193,882,24.128437250154093,Colleen Hirthe,77,2024-10-25T16:59:16.429Z,10.06362575571984,26.71989339729771,14.807773753069341
Coniferous,68.24756809161045,345.4730241068173,203,359.0854356614873,Inez Renner,93,2025-06-30T11:23:46.616Z,46.77751800045371,16.858455553185195,241.88270613830537
Grassland,79.13096132851206,211.00888704811223,883,50.20709731220268,Jessie Koss,49,2025-06-25T02:20:36.011Z,-15.143401874229312,13.843129893532023,454.74331845040433
Deciduous,64.27163009601645,225.8926931307651,437,398.5781803964637,Ms. Hazel DuBuque,9,2025-09-23T18:38:27.004Z,-1.2445517117157578,34.68606182420626,510.0761419769842
Coniferous,19.587895940756425,296.1089158009272,109,267.52545800898224,Robin Ward,44,2025-09-25T06:15:48.178Z,49.40086721908301,26.922579104313627,728.3034280377906
Grassland,48.78466854430735,301.6930479700677,842,115.6389838999603,Gerardo Franey,10,2025-01-13T11:43:59.225Z,-3.5869488725438714,13.784192497376353,118.22711552446708
Deciduous,44.72348285512999,371.66212317859754,443,482.93398175388575,Clifton Terry,60,2025-01-07T03:54:58.564Z,-30.41679598391056,75.64935449627228,457.91321517620236
Coniferous,98.50374612538144,135.93263528635725,323,146.1651065875776,Nettie Corwin,20,2025-09-25T21:58:18.756Z,44.53882698435336,11.743908573873341,847.8261069697328
Grassland,99.60834400518797,26.831925396807492,68,497.02780684665777,Gertrude Anderson,76,2025-01-25T20:40:08.379Z,-41.56517668161541,13.936000783462077,319.3563087058719
Deciduous,4.352691208478063,9.222801058320329,957,14.604954846203327,Lester Dibbert,80,2025-01-06T14:26:04.417Z,-9.789766604080796,82.63326496561058,28.836533803725615
Coniferous,34.778923839796335,71.24601999367587,874,101.962527327938,Mrs. Karla Osinski,62,2025-10-11T12:06:20.324Z,22.398544452153146,24.698776964796707,837.3568168373313
Grassland,70.97721941187046,217.67537600221112,158,333.48887961008586,Judy Wilderman,13,2025-04-11T12:12:07.649Z,-38.88422006275505,92.29732381971553,483.9674738200847
Deciduous,48.04398397426121,234.18204886442982,70,398.82383642345667,Bobbie White,52,2024-11-14T03:33:47.792Z,-10.860424349084496,53.020681865978986,715.1601927492302
Coniferous,46.21113484352827,487.6650154006202,995,15.895380647154525,Barbara Rosenbaum,13,2024-10-23T16:02:53.022Z,29.262061370536685,89.47572557814419,64.36874930537306
Grassland,81.64452251628973,248.96586992172524,891,16.597733665257692,Maryann Doyle,76,2025-08-11T07:29:25.614Z,-47.538244747556746,54.07394636818208,467.64207645785064
Deciduous,90.00468964851461,46.957579689333215,736,275.3044110464398,Caroline Reichel,45,2025-05-03T09:14:33.618Z,-4.384931619279087,34.93668913608417,482.4174487395212
Coniferous,87.5171139112208,446.39170846133493,508,336.72589274379425,Adrian Larson,22,2025-09-09T14:52:06.486Z,-46.33233456406742,40.15154476254247,401.09258555364795
Grassland,50.73001088318415,267.07072543143295,245,339.5764449201524,Lela Gorczany,83,2024-11-03T20:06:55.414Z,-45.92427925672382,31.86854183743708,240.262590497965
Deciduous,52.37057192157954,195.92266190401278,961,198.81229113182053,Ismael Sawayn,51,2025-02-08T03:44:54.486Z,41.01845542900264,68.6151490623597,838.8466683984734
Coniferous,58.41662061261013,344.7784966765903,913,375.82053979928605,Leon Cremin,6,2025-01-04T08:23:09.265Z,2.4695181054994464,84.67681879526936,222.80462158448063
Grassland,71.10933715105057,459.1839942007791,14,242.83583677420393,Mercedes Koelpin,80,2025-08-18T09:16:04.251Z,26.805523922666907,21.111071543302387,582.4126239034813
Deciduous,9.384254603413865,123.21049972181208,217,491.29650678066537,Dallas Bergnaum,41,2025-03-03T22:50:04.635Z,23.43468707986176,68.06390823191032,913.9208510068711
Coniferous,69.29904133710079,96.13635763549246,173,466.61170746781863,Aaron Legros,4,2025-07-22T08:03:09.654Z,-16.57968475483358,94.56974966661073,961.4386776005849
Grassland,52.478517825715244,218.68593375035562,913,216.8601068474818,Viola Bechtelar,94,2025-03-26T14:22:17.350Z,-48.98356203921139,2.1563302108552307,22.248156091431156
Deciduous,79.56178395776078,396.08961603278294,294,111.5337250677403,Jean Waters,40,2025-03-07T08:10:31.186Z,-8.992154989391565,41.758504691533744,137.28188726468943
Coniferous,69.13241089787334,280.907462953357,379,52.146047505084425,Arlene Veum II,3,2025-06-05T07:34:04.477Z,-19.15997287724167,68.71846389793791,844.68965734425
Grassland,19.011752675054595,306.71489069098607,570,422.74943590327166,Ms. Rhonda Hodkiewicz Sr.,59,2025-08-17T13:11:59.243Z,-14.601748203858733,27.613521684892476,334.40396719798446
Deciduous,90.29638012195937,186.3550324770622,770,102.11643671384081,Dr. Dawn Crooks,35,2025-07-01T17:19:01.590Z,46.15112571045756,87.5933343495708,935.3591725574806
Coniferous,86.86714644031599,64.88748574489728,779,379.64236331149004,Jacquelyn Rowe,45,2025-05-04T04:41:19.913Z,22.9768245248124,67.35196250886656,495.28796937246807
Grassland,13.819576542358845,387.7856760271825,601,264.12874681293033,Raymond Wolff,70,2025-07-04T07:42:33.192Z,-10.57138901669532,5.7948356966953725,817.1822478177492
Deciduous,74.36104689911008,274.68743496434763,374,275.8751819327008,Rudolph Steuber,16,2025-02-24T18:46:38.954Z,-9.578101267106831,70.47076288051903,677.6543515427038
Coniferous,94.99281098251231,328.9672242398374,104,304.90593906259164,Chester Treutel,15,2025-09-17T11:16:08.804Z,-18.36498719640076,44.492038247408345,790.2127970259171
Grassland,34.34712851373479,344.68095613084733,312,329.2202375230845,Santiago Marvin III,20,2025-02-02T16:21:07.978Z,-27.744620735757053,80.25003012199886,928.4906852073036
Deciduous,29.01940073329024,488.09076834702864,449,301.2443958031945,Mr. Conrad Zulauf,31,2024-11-24T10:56:16.051Z,-36.52308445889503,45.42299230862409,392.16642141807824
Coniferous,20.482664776965976,410.59944357257336,722,227.4661472644657,Jaime Hagenes,63,2024-11-07T12:04:57.173Z,13.962743571028113,71.2373831816949,740.0792659076396
Grassland,78.58814206230454,91.26132520171814,391,7.079118842957541,Margaret Spencer,86,2025-08-29T22:36:50.393Z,-2.9844888020306826,41.506497707916424,51.07959145284258
Deciduous,10.77639727992937,96.45006755669601,450,443.1094109942205,Ms. Tamara Kunze,4,2024-10-31T10:39:55.809Z,-48.35125720128417,91.22573924530298,900.5953190431464
Coniferous,92.04160501086153,288.28759066038765,132,27.96731251804158,Lorenzo Toy,76,2025-01-14T12:19:18.923Z,-27.707752585411072,99.84003702527843,943.6928763366304
Grassland,81.61305258539505,243.43244908633642,198,415.7844481044449,Mr. Timmy Lowe,92,2025-10-10T03:17:54.561Z,32.23731457255781,60.68226385908201,750.1933159129694
Deciduous,8.961463574552909,495.1524821361527,50,371.7253272670787,Karen Heathcote,60,2025-05-10T16:12:21.702Z,44.81086179148406,14.735391509719193,489.75816105422564
Coniferous,38.1466695247218,34.009656814159825,658,62.09407165297307,Margarita Bergstrom,17,2025-05-31T01:23:05.739Z,38.92579528037459,37.131177947623655,654.8865146161988
Grassland,4.668030207511038,374.2220385794062,956,329.84517442947254,Mrs. Leticia Hagenes,81,2024-10-25T20:32:39.636Z,9.183376096189022,89.67381585226394,473.1179432498757
Deciduous,84.61097112344578,86.58267173403874,465,284.28277902747504,Ora Klocko,80,2025-08-22T15:44:06.445Z,-20.50897879526019,19.683643223252147,380.8233571324963
Coniferous,7.696192611474544,466.8312768077012,658,74.12583249807358,Dr. Leslie Kuhlman,70,2025-09-26T04:47:30.677Z,-14.147434243932366,31.785964720882475,613.2961988267489
Grassland,82.53050266718492,474.7499846019782,985,115.4786687924061,Emma Homenick III,98,2024-10-16T21:03:29.588Z,38.91075565479696,10.291473746765405,327.6231229363475
Deciduous,60.25310206832364,8.302062135189772,954,381.7395106051117,Daryl Ortiz,54,2025-05-10T15:18:14.512Z,-17.7576316986233,24.741909553296864,947.0623194240034
Coniferous,12.132047333521768,129.84458816749975,855,351.68050798843615,Annette Sanford,30,2025-04-30T22:51:20.788Z,-5.941259162500501,33.82790646329522,534.7660530246794
Grassland,94.23636795883067,260.9565176172182,27,479.85389979649335,Bernadette Bradtke,100,2025-07-05T13:41:57.775Z,26.08714634552598,6.2800960168242455,366.28494503581896
Deciduous,41.85731359827332,438.49087545950897,175,143.93350083217956,Wilbur Senger,30,2025-10-02T22:22:28.547Z,11.895257444120944,55.63459807797335,553.8935020449571
Coniferous,95.26765314117074,61.177032561274245,709,264.4821738349274,Janis Towne,83,2025-05-01T22:23:12.450Z,-48.84413613472134,4.875175189692527,588.4387659495696
Grassland,97.50556716392748,428.8236682268325,351,368.1728756490629,Ashley Wolf III,76,2025-02-08T18:10:17.138Z,13.545802934095263,82.31409370386973,190.8777394052595
Deciduous,92.63295744312927,450.1434092177078,204,232.03498504147865,Brett Labadie,56,2025-06-28T21:06:38.413Z,1.897843787446618,42.12666675867513,297.3732972724829
Coniferous,63.39496226259507,443.4580605921801,937,284.2976055399049,Roderick Kiehn,22,2024-11-02T22:02:49.629Z,-22.016464825719595,13.671798889292404,164.09645187063143
Grassland,11.706269985530525,441.6773482800927,773,79.0194756241981,Robin Howell,85,2024-11-26T16:59:11.687Z,-16.53176238760352,38.510997001081705,374.2353704171255
Deciduous,72.73869356303476,461.5783673275728,183,460.54591173585504,Edith Stark,96,2024-12-02T09:20:37.303Z,26.663694949820638,73.24597379448824,48.209155107382685
Coniferous,53.11689259647392,127.98098220396787,368,476.66991304885596,Jan Will,96,2025-02-04T01:41:37.334Z,-21.451231581158936,30.50011464743875,34.23085598926991
Grassland,85.98894410673529,16.029348702635616,330,449.78536487114616,Cora Rogahn DDS,12,2025-05-23T09:15:53.151Z,-1.533478987403214,89.29939158982597,635.5033108098432
Deciduous,24.53362787188962,132.60857416386716,240,468.7092386283912,Connie Stroman,51,2025-05-27T06:11:32.182Z,38.98876463063061,43.5500339041464,585.6837267288938
Coniferous,42.485845181625336,124.7693565711379,648,200.09158908994868,Marilyn Grimes,90,2025-06-07T14:16:48.181Z,32.647742331027985,28.649201763095334,316.9765467508696
Grassland,31.454581537516788,88.39283154415898,781,452.8779357492458,Orville Sauer,23,2024-11-05T21:14:55.468Z,38.16095299553126,96.89072310901247,349.2895019906573
Deciduous,22.98949525039643,102.36677884543315,581,156.89849753770977,Marcos Beahan,65,2025-03-29T22:40:30.488Z,-46.14667936693877,87.4978456676472,478.8717062789947
Coniferous,69.60438787541352,339.98206553212367,738,363.61031184275635,Cameron Botsford,16,2025-09-03T04:02:50.349Z,20.295679196715355,32.09665932832286,328.9642228463199
Grassland,59.64748806459829,445.08272703853436,217,183.47586594731547,Todd Keeling,65,2025-07-10T22:22:47.183Z,-24.078240478411317,59.13036469183862,228.86167308874428
Deciduous,81.50009634415619,40.606035095406696,301,315.6062477454543,Ted Kessler-Schmeler,68,2025-04-09T23:47:45.859Z,-0.614580069668591,75.3844773224555,677.6561185882892
Coniferous,28.28793803160079,350.76278748642653,516,96.66833158629015,Zachary Hirthe,56,2025-04-13T06:41:31.647Z,-26.324313855729997,38.02802713657729,65.98579023522325
Grassland,74.67719438509084,188.41113842185587,70,139.4000367897097,Stewart Beer Sr.,3,2025-07-06T00:19:03.904Z,29.360724473372102,39.99512859643437,967.9090819347184
Deciduous,77.26349342055619,2.0426022734027356,803,14.688272099010646,Paulette Erdman,93,2025-09-04T21:30:29.108Z,44.83497776091099,99.6584997002501,319.36988730099984
Coniferous,33.848735622595996,265.8866981617175,786,44.42900393460877,Josephine Roberts,43,2025-03-30T12:05:16.208Z,-10.02457661088556,37.116614441154525,848.4612294866238
Grassland,70.97514920122921,94.0928255408071,55,5.7998610839713365,Miss Desiree Ritchie,44,2024-12-04T15:51:16.255Z,36.57104403246194,84.23350084177218,448.8833107878454
Deciduous,36.406620173947886,109.20181176438928,207,240.21551530784927,Kari Klein,83,2025-07-25T11:37:18.913Z,-4.384934110566974,49.41216593282297,767.9798043493647
Coniferous,2.111403876217082,331.5426224679686,905,393.6410371514503,Valerie Hayes,63,2025-09-23T05:30:38.956Z,42.317601037211716,73.27321230177768,999.5010930425487
Grassland,67.23662787536159,389.47702204505913,989,197.80253562377766,Dr. Fernando Heller,20,2024-11-28T01:49:50.102Z,-14.417405473068357,86.54713608091697,923.8331072905567
Deciduous,78.57706250646152,60.52510576508939,240,238.36041215993464,Ellen Bradtke,44,2025-06-01T08:04:47.752Z,-48.45676692202687,56.72424502298236,164.27295592986047
Coniferous,23.002452824031934,31.300369650823995,510,53.07039377838373,Bessie Jacobi,93,2025-01-17T14:09:43.001Z,26.436540856957436,30.901229351758957,267.84243517019786
Grassland,21.52100093360059,396.317639275454,269,469.49343733186834,Matt Funk,3,2025-07-07T15:26:36.908Z,19.1596285905689,21.236045438796282,71.09135502879508
Deciduous,13.69492074009031,216.27063917764463,718,164.92366323247552,Nicole Wolff,79,2025-03-19T15:33:17.537Z,-49.249022733420134,70.24413040094078,593.8065259300638
Coniferous,9.352929266635329,479.74732002057135,787,323.45086062070914,Tammy Smitham-Hegmann,95,2024-11-28T03:41:14.661Z,-1.5859865583479404,6.984125989954919,849.4169820412062
Grassland,71.38254274311475,468.3950516618788,301,449.9220994641073,Lora Corkery,45,2024-11-14T05:10:30.226Z,9.355685557238758,29.14551245747134,782.1129291779362
Deciduous,78.48807733273134,188.33974637230858,4,17.237390777096152,Jesse Russel,21,2024-11-26T13:25:38.782Z,2.933406690135598,17.95605736435391,963.9051852817647
